Province/State,Country/Region,Lat,Long,Date,Confirmed,Deaths,Recovered
Fujian,China,26.0789,117.9874,3/2/20,296,1.0,255
Gansu,China,37.8099,101.0583,3/2/20,91,2.0,85
Guangdong,China,23.3417,113.4244,3/2/20,1350,7.0,1059
Guangxi,China,23.8298,108.7881,3/2/20,252,2.0,192
Guizhou,China,26.8154,106.8748,3/2/20,146,2.0,114
Hainan,China,19.1959,109.7453,3/2/20,168,5.0,151
Hebei,China,39.549,116.1306,3/2/20,318,6.0,296
Heilongjiang,China,47.862,127.7615,3/2/20,480,13.0,356
Henan,China,33.882,113.614,3/2/20,1272,22.0,1205
Hong Kong,China,22.3,114.2,3/2/20,100,2.0,36
Hubei,China,30.9756,112.2707,3/2/20,67103,2803.0,33934
Hunan,China,27.6104,111.7088,3/2/20,1018,4.0,887
Inner Mongolia,China,44.0935,113.9448,3/2/20,75,0.0,54
Jiangsu,China,32.9711,119.455,3/2/20,631,0.0,543
Jiangxi,China,27.614,115.7221,3/2/20,935,1.0,850
Jilin,China,43.6661,126.1923,3/2/20,93,1.0,83
Liaoning,China,41.2956,122.6085,3/2/20,122,1.0,103
Macau,China,22.1667,113.55,3/2/20,10,0.0,8
Ningxia,China,37.2692,106.1655,3/2/20,74,0.0,69
Qinghai,China,35.7452,95.9956,3/2/20,18,0.0,18
Shaanxi,China,35.1917,108.8701,3/2/20,245,1.0,216
Shandong,China,36.3427,118.1498,3/2/20,758,6.0,460
Shanghai,China,31.202,121.4491,3/2/20,337,3.0,292
Shanxi,China,37.5777,112.2922,3/2/20,133,0.0,119
Sichuan,China,30.6171,102.7103,3/2/20,538,3.0,386
Tianjin,China,39.3054,117.323,3/2/20,136,3.0,111
Tibet,China,31.6927,88.0924,3/2/20,1,0.0,1
Xinjiang,China,41.1129,85.2401,3/2/20,76,3.0,66
Yunnan,China,24.974,101.487,3/2/20,174,2.0,168
Zhejiang,China,29.1832,120.0934,3/2/20,1206,1.0,1069
Anhui,China,31.8257,117.2264,3/3/20,990,6.0,936
Beijing,China,40.1824,116.4142,3/3/20,414,8.0,288
Chongqing,China,30.0572,107.874,3/3/20,576,6.0,490
Fujian,China,26.0789,117.9874,3/3/20,296,1.0,260
Gansu,China,37.8099,101.0583,3/3/20,91,2.0,86
Guangdong,China,23.3417,113.4244,3/3/20,1350,7.0,1101
Guangxi,China,23.8298,108.7881,3/3/20,252,2.0,202
Guizhou,China,26.8154,106.8748,3/3/20,146,2.0,114
Hainan,China,19.1959,109.7453,3/3/20,168,5.0,155
Hebei,China,39.549,116.1306,3/3/20,318,6.0,300
Heilongjiang,China,47.862,127.7615,3/3/20,480,13.0,366
Henan,China,33.882,113.614,3/3/20,1272,22.0,1231
Hong Kong,China,22.3,114.2,3/3/20,100,2.0,37
Hubei,China,30.9756,112.2707,3/3/20,67217,2835.0,36208
Hunan,China,27.6104,111.7088,3/3/20,1018,4.0,906
Inner Mongolia,China,44.0935,113.9448,3/3/20,75,1.0,59
Jiangsu,China,32.9711,119.455,3/3/20,631,0.0,562
Jiangxi,China,27.614,115.7221,3/3/20,935,1.0,870
Jilin,China,43.6661,126.1923,3/3/20,93,1.0,83
Liaoning,China,41.2956,122.6085,3/3/20,125,1.0,106
Macau,China,22.1667,113.55,3/3/20,10,0.0,9
Ningxia,China,37.2692,106.1655,3/3/20,74,0.0,69
Qinghai,China,35.7452,95.9956,3/3/20,18,0.0,18
Shaanxi,China,35.1917,108.8701,3/3/20,245,1.0,216
Shandong,China,36.3427,118.1498,3/3/20,758,6.0,511
Shanghai,China,31.202,121.4491,3/3/20,338,3.0,294
Shanxi,China,37.5777,112.2922,3/3/20,133,0.0,124
Sichuan,China,30.6171,102.7103,3/3/20,538,3.0,394
Tianjin,China,39.3054,117.323,3/3/20,136,3.0,124
Tibet,China,31.6927,88.0924,3/3/20,1,0.0,1
Xinjiang,China,41.1129,85.2401,3/3/20,76,3.0,68
Yunnan,China,24.974,101.487,3/3/20,174,2.0,169
Zhejiang,China,29.1832,120.0934,3/3/20,1213,1.0,1093
Anhui,China,31.8257,117.2264,3/4/20,990,6.0,956
Beijing,China,40.1824,116.4142,3/4/20,418,8.0,297
Chongqing,China,30.0572,107.874,3/4/20,576,6.0,502
Fujian,China,26.0789,117.9874,3/4/20,296,1.0,270
Gansu,China,37.8099,101.0583,3/4/20,91,2.0,87
Guangdong,China,23.3417,113.4244,3/4/20,1350,7.0,1133
Guangxi,China,23.8298,108.7881,3/4/20,252,2.0,210
Guizhou,China,26.8154,106.8748,3/4/20,146,2.0,114
Hainan,China,19.1959,109.7453,3/4/20,168,5.0,158
Hebei,China,39.549,116.1306,3/4/20,318,6.0,301
Heilongjiang,China,47.862,127.7615,3/4/20,480,13.0,373
Henan,China,33.882,113.614,3/4/20,1272,22.0,1234
Hong Kong,China,22.3,114.2,3/4/20,105,2.0,37
Hubei,China,30.9756,112.2707,3/4/20,67332,2871.0,38557
Hunan,China,27.6104,111.7088,3/4/20,1018,4.0,916
Inner Mongolia,China,44.0935,113.9448,3/4/20,75,1.0,63
Jiangsu,China,32.9711,119.455,3/4/20,631,0.0,577
Jiangxi,China,27.614,115.7221,3/4/20,935,1.0,884
Jilin,China,43.6661,126.1923,3/4/20,93,1.0,86
Liaoning,China,41.2956,122.6085,3/4/20,125,1.0,106
Macau,China,22.1667,113.55,3/4/20,10,0.0,9
Ningxia,China,37.2692,106.1655,3/4/20,75,0.0,69
Qinghai,China,35.7452,95.9956,3/4/20,18,0.0,18
Shaanxi,China,35.1917,108.8701,3/4/20,245,1.0,223
Shandong,China,36.3427,118.1498,3/4/20,758,6.0,516
Shanghai,China,31.202,121.4491,3/4/20,338,3.0,298
Shanxi,China,37.5777,112.2922,3/4/20,133,0.0,124
Sichuan,China,30.6171,102.7103,3/4/20,538,3.0,406
Tianjin,China,39.3054,117.323,3/4/20,136,3.0,124
Tibet,China,31.6927,88.0924,3/4/20,1,0.0,1
Xinjiang,China,41.1129,85.2401,3/4/20,76,3.0,69
Yunnan,China,24.974,101.487,3/4/20,174,2.0,169
Zhejiang,China,29.1832,120.0934,3/4/20,1213,1.0,1114
Anhui,China,31.8257,117.2264,3/5/20,990,6.0,970
Beijing,China,40.1824,116.4142,3/5/20,418,8.0,297
Chongqing,China,30.0572,107.874,3/5/20,576,6.0,512
Fujian,China,26.0789,117.9874,3/5/20,296,1.0,277
Gansu,China,37.8099,101.0583,3/5/20,102,2.0,87
Guangdong,China,23.3417,113.4244,3/5/20,1351,7.0,1181
Guangxi,China,23.8298,108.7881,3/5/20,252,2.0,214
Guizhou,China,26.8154,106.8748,3/5/20,146,2.0,114
Hainan,China,19.1959,109.7453,3/5/20,168,6.0,158
Hebei,China,39.549,116.1306,3/5/20,318,6.0,304
Heilongjiang,China,47.862,127.7615,3/5/20,481,13.0,379
Henan,China,33.882,113.614,3/5/20,1272,22.0,1239
Hong Kong,China,22.3,114.2,3/5/20,105,2.0,43
Hubei,China,30.9756,112.2707,3/5/20,67466,2902.0,40592
Hunan,China,27.6104,111.7088,3/5/20,1018,4.0,938
Inner Mongolia,China,44.0935,113.9448,3/5/20,75,1.0,65
Jiangsu,China,32.9711,119.455,3/5/20,631,0.0,583
Jiangxi,China,27.614,115.7221,3/5/20,935,1.0,901
Jilin,China,43.6661,126.1923,3/5/20,93,1.0,88
Liaoning,China,41.2956,122.6085,3/5/20,125,1.0,106
Macau,China,22.1667,113.55,3/5/20,10,0.0,9
Ningxia,China,37.2692,106.1655,3/5/20,75,0.0,69
Qinghai,China,35.7452,95.9956,3/5/20,18,0.0,18
Shaanxi,China,35.1917,108.8701,3/5/20,245,1.0,224
Shandong,China,36.3427,118.1498,3/5/20,758,6.0,578
Shanghai,China,31.202,121.4491,3/5/20,339,3.0,303
Shanxi,China,37.5777,112.2922,3/5/20,133,0.0,126
Sichuan,China,30.6171,102.7103,3/5/20,539,3.0,425
Tianjin,China,39.3054,117.323,3/5/20,136,3.0,128
Tibet,China,31.6927,88.0924,3/5/20,1,0.0,1
Xinjiang,China,41.1129,85.2401,3/5/20,76,3.0,70
Yunnan,China,24.974,101.487,3/5/20,174,2.0,169
Zhejiang,China,29.1832,120.0934,3/5/20,1215,1.0,1124
Anhui,China,31.8257,117.2264,3/6/20,990,6.0,979
Beijing,China,40.1824,116.4142,3/6/20,422,8.0,299
Chongqing,China,30.0572,107.874,3/6/20,576,6.0,513
Fujian,China,26.0789,117.9874,3/6/20,296,1.0,284
Gansu,China,37.8099,101.0583,3/6/20,119,2.0,87
Guangdong,China,23.3417,113.4244,3/6/20,1352,7.0,1216
Guangxi,China,23.8298,108.7881,3/6/20,252,2.0,217
Guizhou,China,26.8154,106.8748,3/6/20,146,2.0,114
Hainan,China,19.1959,109.7453,3/6/20,168,6.0,158
Hebei,China,39.549,116.1306,3/6/20,318,6.0,305
Heilongjiang,China,47.862,127.7615,3/6/20,481,13.0,396
Henan,China,33.882,113.614,3/6/20,1272,22.0,1244
Hong Kong,China,22.3,114.2,3/6/20,107,2.0,46
Hubei,China,30.9756,112.2707,3/6/20,67592,2931.0,42033
Hunan,China,27.6104,111.7088,3/6/20,1018,4.0,955
Inner Mongolia,China,44.0935,113.9448,3/6/20,75,1.0,65
Jiangsu,China,32.9711,119.455,3/6/20,631,0.0,594
Jiangxi,China,27.614,115.7221,3/6/20,935,1.0,909
Jilin,China,43.6661,126.1923,3/6/20,93,1.0,90
Liaoning,China,41.2956,122.6085,3/6/20,125,1.0,106
Macau,China,22.1667,113.55,3/6/20,10,0.0,10
Ningxia,China,37.2692,106.1655,3/6/20,75,0.0,71
Qinghai,China,35.7452,95.9956,3/6/20,18,0.0,18
Shaanxi,China,35.1917,108.8701,3/6/20,245,1.0,226
Shandong,China,36.3427,118.1498,3/6/20,758,6.0,618
Shanghai,China,31.202,121.4491,3/6/20,342,3.0,306
Shanxi,China,37.5777,112.2922,3/6/20,133,0.0,126
Sichuan,China,30.6171,102.7103,3/6/20,539,3.0,442
Tianjin,China,39.3054,117.323,3/6/20,136,3.0,128
Tibet,China,31.6927,88.0924,3/6/20,1,0.0,1
Xinjiang,China,41.1129,85.2401,3/6/20,76,3.0,71
Yunnan,China,24.974,101.487,3/6/20,174,2.0,170
Zhejiang,China,29.1832,120.0934,3/6/20,1215,1.0,1147
Anhui,China,31.8257,117.2264,3/7/20,990,6.0,979
Beijing,China,40.1824,116.4142,3/7/20,426,8.0,303
Chongqing,China,30.0572,107.874,3/7/20,576,6.0,526
Fujian,China,26.0789,117.9874,3/7/20,296,1.0,295
Gansu,China,37.8099,101.0583,3/7/20,120,2.0,87
Guangdong,China,23.3417,113.4244,3/7/20,1352,7.0,1237
Guangxi,China,23.8298,108.7881,3/7/20,252,2.0,218
Guizhou,China,26.8154,106.8748,3/7/20,146,2.0,115
Hainan,China,19.1959,109.7453,3/7/20,168,6.0,158
Hebei,China,39.549,116.1306,3/7/20,318,6.0,307
Heilongjiang,China,47.862,127.7615,3/7/20,481,13.0,403
Henan,China,33.882,113.614,3/7/20,1272,22.0,1244
Hong Kong,China,22.3,114.2,3/7/20,108,2.0,51
Hubei,China,30.9756,112.2707,3/7/20,67666,2959.0,43500
Hunan,China,27.6104,111.7088,3/7/20,1018,4.0,960
Inner Mongolia,China,44.0935,113.9448,3/7/20,75,1.0,67
Jiangsu,China,32.9711,119.455,3/7/20,631,0.0,606
Jiangxi,China,27.614,115.7221,3/7/20,935,1.0,916
Jilin,China,43.6661,126.1923,3/7/20,93,1.0,90
Liaoning,China,41.2956,122.6085,3/7/20,125,1.0,107
Macau,China,22.1667,113.55,3/7/20,10,0.0,10
Ningxia,China,37.2692,106.1655,3/7/20,75,0.0,71
Qinghai,China,35.7452,95.9956,3/7/20,18,0.0,18
Shaanxi,China,35.1917,108.8701,3/7/20,245,1.0,226
Shandong,China,36.3427,118.1498,3/7/20,758,6.0,627
Shanghai,China,31.202,121.4491,3/7/20,342,3.0,313
Shanxi,China,37.5777,112.2922,3/7/20,133,0.0,126
Sichuan,China,30.6171,102.7103,3/7/20,539,3.0,454
Tianjin,China,39.3054,117.323,3/7/20,136,3.0,128
Tibet,China,31.6927,88.0924,3/7/20,1,0.0,1
Xinjiang,China,41.1129,85.2401,3/7/20,76,3.0,72
Yunnan,China,24.974,101.487,3/7/20,174,2.0,170
Zhejiang,China,29.1832,120.0934,3/7/20,1215,1.0,1154
Anhui,China,31.8257,117.2264,3/8/20,990,6.0,984
Beijing,China,40.1824,116.4142,3/8/20,428,8.0,308
Chongqing,China,30.0572,107.874,3/8/20,576,6.0,527
Fujian,China,26.0789,117.9874,3/8/20,296,1.0,295
Gansu,China,37.8099,101.0583,3/8/20,124,2.0,87
Guangdong,China,23.3417,113.4244,3/8/20,1352,7.0,1256
Guangxi,China,23.8298,108.7881,3/8/20,252,2.0,223
Guizhou,China,26.8154,106.8748,3/8/20,146,2.0,117
Hainan,China,19.1959,109.7453,3/8/20,168,6.0,159
Hebei,China,39.549,116.1306,3/8/20,318,6.0,307
Heilongjiang,China,47.862,127.7615,3/8/20,481,13.0,412
Henan,China,33.882,113.614,3/8/20,1272,22.0,1247
Hong Kong,China,22.3,114.2,3/8/20,114,3.0,58
Hubei,China,30.9756,112.2707,3/8/20,67707,2986.0,45235
Hunan,China,27.6104,111.7088,3/8/20,1018,4.0,968
Inner Mongolia,China,44.0935,113.9448,3/8/20,75,1.0,70
Jiangsu,China,32.9711,119.455,3/8/20,631,0.0,612
Jiangxi,China,27.614,115.7221,3/8/20,935,1.0,919
Jilin,China,43.6661,126.1923,3/8/20,93,1.0,90
Liaoning,China,41.2956,122.6085,3/8/20,125,1.0,109
Macau,China,22.1667,113.55,3/8/20,10,0.0,10
Ningxia,China,37.2692,106.1655,3/8/20,75,0.0,71
Qinghai,China,35.7452,95.9956,3/8/20,18,0.0,18
Shaanxi,China,35.1917,108.8701,3/8/20,245,1.0,227
Shandong,China,36.3427,118.1498,3/8/20,758,6.0,642
Shanghai,China,31.202,121.4491,3/8/20,342,3.0,314
Shanxi,China,37.5777,112.2922,3/8/20,133,0.0,126
Sichuan,China,30.6171,102.7103,3/8/20,539,3.0,464
Tianjin,China,39.3054,117.323,3/8/20,136,3.0,128
Tibet,China,31.6927,88.0924,3/8/20,1,0.0,1
Xinjiang,China,41.1129,85.2401,3/8/20,76,3.0,73
Yunnan,China,24.974,101.487,3/8/20,174,2.0,170
Zhejiang,China,29.1832,120.0934,3/8/20,1215,1.0,1161
Anhui,China,31.8257,117.2264,3/9/20,990,6.0,984
Beijing,China,40.1824,116.4142,3/9/20,428,8.0,315
Chongqing,China,30.0572,107.874,3/9/20,576,6.0,542
Fujian,China,26.0789,117.9874,3/9/20,296,1.0,295
Gansu,China,37.8099,101.0583,3/9/20,124,2.0,88
Guangdong,China,23.3417,113.4244,3/9/20,1352,8.0,1260
Guangxi,China,23.8298,108.7881,3/9/20,252,2.0,230
Guizhou,China,26.8154,106.8748,3/9/20,146,2.0,123
Hainan,China,19.1959,109.7453,3/9/20,168,6.0,159
Hebei,China,39.549,116.1306,3/9/20,318,6.0,307
Heilongjiang,China,47.862,127.7615,3/9/20,481,13.0,430
Henan,China,33.882,113.614,3/9/20,1272,22.0,1247
Hong Kong,China,22.3,114.2,3/9/20,115,3.0,59
Hubei,China,30.9756,112.2707,3/9/20,67743,3008.0,46488
Hunan,China,27.6104,111.7088,3/9/20,1018,4.0,979
Inner Mongolia,China,44.0935,113.9448,3/9/20,75,1.0,70
Jiangsu,China,32.9711,119.455,3/9/20,631,0.0,621
Jiangxi,China,27.614,115.7221,3/9/20,935,1.0,923
Jilin,China,43.6661,126.1923,3/9/20,93,1.0,91
Liaoning,China,41.2956,122.6085,3/9/20,125,1.0,109
Macau,China,22.1667,113.55,3/9/20,10,0.0,10
Ningxia,China,37.2692,106.1655,3/9/20,75,0.0,71
Qinghai,China,35.7452,95.9956,3/9/20,18,0.0,18
Shaanxi,China,35.1917,108.8701,3/9/20,245,1.0,227
Shandong,China,36.3427,118.1498,3/9/20,758,6.0,700
Shanghai,China,31.202,121.4491,3/9/20,342,3.0,315
Shanxi,China,37.5777,112.2922,3/9/20,133,0.0,127
Sichuan,China,30.6171,102.7103,3/9/20,539,3.0,466
Tianjin,China,39.3054,117.323,3/9/20,136,3.0,130
Tibet,China,31.6927,88.0924,3/9/20,1,0.0,1
Xinjiang,China,41.1129,85.2401,3/9/20,76,3.0,73
Yunnan,China,24.974,101.487,3/9/20,174,2.0,170
Zhejiang,China,29.1832,120.0934,3/9/20,1215,1.0,1176
Anhui,China,31.8257,117.2264,3/10/20,990,6.0,984
Beijing,China,40.1824,116.4142,3/10/20,429,8.0,320
Chongqing,China,30.0572,107.874,3/10/20,576,6.0,547
Fujian,China,26.0789,117.9874,3/10/20,296,1.0,295
Gansu,China,37.8099,101.0583,3/10/20,125,2.0,88
Guangdong,China,23.3417,113.4244,3/10/20,1353,8.0,1274
Guangxi,China,23.8298,108.7881,3/10/20,252,2.0,234
Guizhou,China,26.8154,106.8748,3/10/20,146,2.0,129
Hainan,China,19.1959,109.7453,3/10/20,168,6.0,159
Hebei,China,39.549,116.1306,3/10/20,318,6.0,307
Heilongjiang,China,47.862,127.7615,3/10/20,481,13.0,434
Henan,China,33.882,113.614,3/10/20,1272,22.0,1247
Hong Kong,China,22.3,114.2,3/10/20,120,3.0,65
Hubei,China,30.9756,112.2707,3/10/20,67760,3024.0,47743
Hunan,China,27.6104,111.7088,3/10/20,1018,4.0,990
Inner Mongolia,China,44.0935,113.9448,3/10/20,75,1.0,70
Jiangsu,China,32.9711,119.455,3/10/20,631,0.0,627
Jiangxi,China,27.614,115.7221,3/10/20,935,1.0,927
Jilin,China,43.6661,126.1923,3/10/20,93,1.0,91
Liaoning,China,41.2956,122.6085,3/10/20,125,1.0,111
Macau,China,22.1667,113.55,3/10/20,10,0.0,10
Ningxia,China,37.2692,106.1655,3/10/20,75,0.0,71
Qinghai,China,35.7452,95.9956,3/10/20,18,0.0,18
Shaanxi,China,35.1917,108.8701,3/10/20,245,1.0,227
Shandong,China,36.3427,118.1498,3/10/20,758,6.0,719
Shanghai,China,31.202,121.4491,3/10/20,344,3.0,319
Shanxi,China,37.5777,112.2922,3/10/20,133,0.0,131
Sichuan,China,30.6171,102.7103,3/10/20,539,3.0,478
Tianjin,China,39.3054,117.323,3/10/20,136,3.0,131
Tibet,China,31.6927,88.0924,3/10/20,1,0.0,1
Xinjiang,China,41.1129,85.2401,3/10/20,76,3.0,73
Yunnan,China,24.974,101.487,3/10/20,174,2.0,170
Zhejiang,China,29.1832,120.0934,3/10/20,1215,1.0,1191
Anhui,China,31.8257,117.2264,3/11/20,990,6.0,984
Beijing,China,40.1824,116.4142,3/11/20,435,8.0,326
Chongqing,China,30.0572,107.874,3/11/20,576,6.0,554
Fujian,China,26.0789,117.9874,3/11/20,296,1.0,295
Gansu,China,37.8099,101.0583,3/11/20,127,2.0,88
Guangdong,China,23.3417,113.4244,3/11/20,1356,8.0,1282
Guangxi,China,23.8298,108.7881,3/11/20,252,2.0,238
Guizhou,China,26.8154,106.8748,3/11/20,146,2.0,133
Hainan,China,19.1959,109.7453,3/11/20,168,6.0,159
Hebei,China,39.549,116.1306,3/11/20,318,6.0,307
Heilongjiang,China,47.862,127.7615,3/11/20,482,13.0,436
Henan,China,33.882,113.614,3/11/20,1273,22.0,1249
Hong Kong,China,22.3,114.2,3/11/20,126,3.0,65
Hubei,China,30.9756,112.2707,3/11/20,67773,3046.0,49134
Hunan,China,27.6104,111.7088,3/11/20,1018,4.0,995
Inner Mongolia,China,44.0935,113.9448,3/11/20,75,1.0,71
Jiangsu,China,32.9711,119.455,3/11/20,631,0.0,627
Jiangxi,China,27.614,115.7221,3/11/20,935,1.0,932
Jilin,China,43.6661,126.1923,3/11/20,93,1.0,91
Liaoning,China,41.2956,122.6085,3/11/20,125,1.0,111
Macau,China,22.1667,113.55,3/11/20,10,0.0,10
Ningxia,China,37.2692,106.1655,3/11/20,75,0.0,72
Qinghai,China,35.7452,95.9956,3/11/20,18,0.0,18
Shaanxi,China,35.1917,108.8701,3/11/20,245,1.0,232
Shandong,China,36.3427,118.1498,3/11/20,760,6.0,726
Shanghai,China,31.202,121.4491,3/11/20,344,3.0,320
Shanxi,China,37.5777,112.2922,3/11/20,133,0.0,131
Sichuan,China,30.6171,102.7103,3/11/20,539,3.0,488
Tianjin,China,39.3054,117.323,3/11/20,136,3.0,131
Tibet,China,31.6927,88.0924,3/11/20,1,0.0,1
Xinjiang,China,41.1129,85.2401,3/11/20,76,3.0,73
Yunnan,China,24.974,101.487,3/11/20,174,2.0,170
Zhejiang,China,29.1832,120.0934,3/11/20,1215,1.0,1195
Anhui,China,31.8257,117.2264,3/12/20,990,6.0,984
Beijing,China,40.1824,116.4142,3/12/20,435,8.0,334
Chongqing,China,30.0572,107.874,3/12/20,576,6.0,564
Fujian,China,26.0789,117.9874,3/12/20,296,1.0,295
Gansu,China,37.8099,101.0583,3/12/20,127,2.0,88
Guangdong,China,23.3417,113.4244,3/12/20,1356,8.0,1289
Guangxi,China,23.8298,108.7881,3/12/20,252,2.0,241
Guizhou,China,26.8154,106.8748,3/12/20,146,2.0,137
Hainan,China,19.1959,109.7453,3/12/20,168,6.0,160
Hebei,China,39.549,116.1306,3/12/20,318,6.0,308
Heilongjiang,China,47.862,127.7615,3/12/20,482,13.0,441
Henan,China,33.882,113.614,3/12/20,1273,22.0,1249
Hong Kong,China,22.3,114.2,3/12/20,129,3.0,67
Hubei,China,30.9756,112.2707,3/12/20,67781,3056.0,50318
Hunan,China,27.6104,111.7088,3/12/20,1018,4.0,999
Inner Mongolia,China,44.0935,113.9448,3/12/20,75,1.0,71
Jiangsu,China,32.9711,119.455,3/12/20,631,0.0,629
Jiangxi,China,27.614,115.7221,3/12/20,935,1.0,934
Jilin,China,43.6661,126.1923,3/12/20,93,1.0,91
Liaoning,China,41.2956,122.6085,3/12/20,125,1.0,112
Macau,China,22.1667,113.55,3/12/20,10,0.0,10
Ningxia,China,37.2692,106.1655,3/12/20,75,0.0,72
Qinghai,China,35.7452,95.9956,3/12/20,18,0.0,18
Shaanxi,China,35.1917,108.8701,3/12/20,245,2.0,232
Shandong,China,36.3427,118.1498,3/12/20,760,6.0,734
Shanghai,China,31.202,121.4491,3/12/20,344,3.0,321
Shanxi,China,37.5777,112.2922,3/12/20,133,0.0,132
Sichuan,China,30.6171,102.7103,3/12/20,539,3.0,498
Tianjin,China,39.3054,117.323,3/12/20,136,3.0,132
Tibet,China,31.6927,88.0924,3/12/20,1,0.0,1
Xinjiang,China,41.1129,85.2401,3/12/20,76,3.0,73
Yunnan,China,24.974,101.487,3/12/20,174,2.0,170
Zhejiang,China,29.1832,120.0934,3/12/20,1215,1.0,1197
Anhui,China,31.8257,117.2264,3/13/20,990,6.0,984
Beijing,China,40.1824,116.4142,3/13/20,436,8.0,342
Chongqing,China,30.0572,107.874,3/13/20,576,6.0,566
Fujian,China,26.0789,117.9874,3/13/20,296,1.0,295
Gansu,China,37.8099,101.0583,3/13/20,127,2.0,88
Guangdong,China,23.3417,113.4244,3/13/20,1356,8.0,1296
Guangxi,China,23.8298,108.7881,3/13/20,252,2.0,243
Guizhou,China,26.8154,106.8748,3/13/20,146,2.0,140
Hainan,China,19.1959,109.7453,3/13/20,168,6.0,160
Hebei,China,39.549,116.1306,3/13/20,318,6.0,310
Heilongjiang,China,47.862,127.7615,3/13/20,482,13.0,446
Henan,China,33.882,113.614,3/13/20,1273,22.0,1249
Hong Kong,China,22.3,114.2,3/13/20,134,4.0,77
Hubei,China,30.9756,112.2707,3/13/20,67786,3062.0,51553
Hunan,China,27.6104,111.7088,3/13/20,1018,4.0,1005
Inner Mongolia,China,44.0935,113.9448,3/13/20,75,1.0,71
Jiangsu,China,32.9711,119.455,3/13/20,631,0.0,630
Jiangxi,China,27.614,115.7221,3/13/20,935,1.0,934
Jilin,China,43.6661,126.1923,3/13/20,93,1.0,91
Liaoning,China,41.2956,122.6085,3/13/20,125,1.0,112
Macau,China,22.1667,113.55,3/13/20,10,0.0,10
Ningxia,China,37.2692,106.1655,3/13/20,75,0.0,72
Qinghai,China,35.7452,95.9956,3/13/20,18,0.0,18
Shaanxi,China,35.1917,108.8701,3/13/20,245,2.0,232
Shandong,China,36.3427,118.1498,3/13/20,760,7.0,739
Shanghai,China,31.202,121.4491,3/13/20,346,3.0,324
Shanxi,China,37.5777,112.2922,3/13/20,133,0.0,133
Sichuan,China,30.6171,102.7103,3/13/20,539,3.0,503
Tianjin,China,39.3054,117.323,3/13/20,136,3.0,132
Tibet,China,31.6927,88.0924,3/13/20,1,0.0,1
Xinjiang,China,41.1129,85.2401,3/13/20,76,3.0,73
Yunnan,China,24.974,101.487,3/13/20,174,2.0,170
Zhejiang,China,29.1832,120.0934,3/13/20,1215,1.0,1197
Anhui,China,31.8257,117.2264,3/14/20,990,6.0,984
Beijing,China,40.1824,116.4142,3/14/20,437,8.0,349
Chongqing,China,30.0572,107.874,3/14/20,576,6.0,569
Fujian,China,26.0789,117.9874,3/14/20,296,1.0,295
Gansu,China,37.8099,101.0583,3/14/20,129,2.0,89
Guangdong,China,23.3417,113.4244,3/14/20,1356,8.0,1299
Guangxi,China,23.8298,108.7881,3/14/20,252,2.0,243
Guizhou,China,26.8154,106.8748,3/14/20,146,2.0,143
Hainan,China,19.1959,109.7453,3/14/20,168,6.0,160
Hebei,China,39.549,116.1306,3/14/20,318,6.0,310
Heilongjiang,China,47.862,127.7615,3/14/20,482,13.0,447
Henan,China,33.882,113.614,3/14/20,1273,22.0,1250
Hong Kong,China,22.3,114.2,3/14/20,140,4.0,78
Hubei,China,30.9756,112.2707,3/14/20,67790,3075.0,52960
Hunan,China,27.6104,111.7088,3/14/20,1018,4.0,1014
Inner Mongolia,China,44.0935,113.9448,3/14/20,75,1.0,71
Jiangsu,China,32.9711,119.455,3/14/20,631,0.0,630
Jiangxi,China,27.614,115.7221,3/14/20,935,1.0,934
Jilin,China,43.6661,126.1923,3/14/20,93,1.0,91
Liaoning,China,41.2956,122.6085,3/14/20,125,1.0,113
Macau,China,22.1667,113.55,3/14/20,10,0.0,10
Ningxia,China,37.2692,106.1655,3/14/20,75,0.0,73
Qinghai,China,35.7452,95.9956,3/14/20,18,0.0,18
Shaanxi,China,35.1917,108.8701,3/14/20,245,2.0,232
Shandong,China,36.3427,118.1498,3/14/20,760,7.0,741
Shanghai,China,31.202,121.4491,3/14/20,353,3.0,324
Shanxi,China,37.5777,112.2922,3/14/20,133,0.0,133
Sichuan,China,30.6171,102.7103,3/14/20,539,3.0,511
Tianjin,China,39.3054,117.323,3/14/20,136,3.0,132
Tibet,China,31.6927,88.0924,3/14/20,1,0.0,1
Xinjiang,China,41.1129,85.2401,3/14/20,76,3.0,73
Yunnan,China,24.974,101.487,3/14/20,174,2.0,172
Zhejiang,China,29.1832,120.0934,3/14/20,1227,1.0,1211
Anhui,China,31.8257,117.2264,3/15/20,990,6.0,984
Beijing,China,40.1824,116.4142,3/15/20,442,8.0,353
Chongqing,China,30.0572,107.874,3/15/20,576,6.0,570
Fujian,China,26.0789,117.9874,3/15/20,296,1.0,295
Gansu,China,37.8099,101.0583,3/15/20,133,2.0,91
Guangdong,China,23.3417,113.4244,3/15/20,1360,8.0,1304
Guangxi,China,23.8298,108.7881,3/15/20,252,2.0,243
Guizhou,China,26.8154,106.8748,3/15/20,146,2.0,143
Hainan,China,19.1959,109.7453,3/15/20,168,6.0,160
Hebei,China,39.549,116.1306,3/15/20,318,6.0,310
Heilongjiang,China,47.862,127.7615,3/15/20,482,13.0,453
Henan,China,33.882,113.614,3/15/20,1273,22.0,1250
Hong Kong,China,22.3,114.2,3/15/20,145,4.0,81
